order_id,product_id,quantity,customer_id,order_date,transaction_status,transaction_method
03718afe-c1bb-4b2b-a4cc-837087a6bf6d,8QP9P86UH73,66,01HQP4D5BSWFHK45MM2PYVQXVE,2024-01-05,cancelled,debit card
03fe6505-7afa-4111-a2e0-10a18aa3cee9,6M80YW4FG10,36,01HQP4D5A94QWDV58YBY2C66VB,2024-02-14,completed,PayPal
044d5dba-3967-4dd5-8f7f-0fb67f5518a2,1NX6H09YQ01,56,01HQP4D4WMR9H5BCVJ0GJ3H1DG,2023-03-10,cancelled,debit card
05ce6c75-4a20-45d9-9497-83392c0b5458,7VY2N40KH94,44,01HQP4D4M4BS462897896GE1TX,2023-03-28,cancelled,Apple Pay
068a6d3a-4e54-49fb-94f1-6bf2d0b46e69,3RF5N51PY30,88,01HQP4D3ZTMYN2HNG2Q0NEC1HC,2023-08-02,in progress,PayPal
0aa7b3ef-b4c8-4045-a225-7e3e0bf2029b,9MV6A47HR75,88,01HQP4D4S1V9ANV9E6YE3GGF1E,2023-06-20,pending,Google Pay
0b1d6d9c-bcff-4ba8-b46e-1cf9c0bc0ab9,1E20X34PA01,100,01HQP4D507SN9XDAC1TAP0MBG5,2024-02-10,in progress,Apple Pay
0b3b806e-755e-407f-9904-819fd1139ea1,6DJ8NH2PJ47,76,01HQP4D5164VK4QPEJ046NWTFB,2024-02-24,completed,Apple Pay
0b621a7c-8b40-42ee-a7ff-460dfbaa8624,5Y57Q10JK69,48,01HQP4D610MQ6F5ZJSVC0NAPJC,2023-05-26,failed,debit card
0d368843-6b08-4f86-930c-2933a84c0abd,8J91H08UU87,21,01HQP4D2VR91YDK4EYJRYD81YN,2023-05-01,failed,credit card
0dbffc92-c5b3-4302-9cdd-9867306e087d,9NP3VW1HH90,19,01HQP4D4NBPDCJZCRPKNDE5713,2023-09-01,failed,Google Pay
0e11c057-8f78-4ea9-91bd-76536f8a58f3,5Y48F97CT45,63,01HQP4D17C5DDJQ51RT9NTPY1W,2023-10-31,failed,credit card
0f39f308-7297-4976-8dfa-01ff1b53a703,9AG5RJ4GY33,24,01HQP4CZRS75B4X3F0N7VTQKPT,2023-09-16,cancelled,credit card
0fd247a5-cc17-4e6e-9ce4-f6f33c3ea15b,4Q36JR6RW17,59,01HQP4D6FXP31471V7T0SJK30N,2023-09-01,cancelled,Venmo
1096d4c9-d69f-4e94-a48a-2857f35a3517,5Q24NY2ER45,25,01HQP4D4TC2MQRAM3JA8TB4XFH,2023-04-15,completed,debit card
117797c6-4047-4f5e-afdc-66a36238fb3c,1WM1JK8UM13,59,01HQP4D17X37VBQFK98130RBQD,2023-06-30,completed,debit card
123109de-7007-48b0-ad71-714d10f328f5,8WQ7XA8QC90,85,01HQP4D4VY8TA81C6MCW4QW07Q,2023-05-07,pending,Apple Pay
125c0272-9612-4116-a01d-b0bfafd48fd3,1H07DF7PP71,97,01HQP4D4MJ47MGZ929EYG391JR,2023-07-19,pending,Venmo
131e890e-8f2b-45e3-8b32-262d470251d2,1FV3NC3ND01,98,01HQP4D4SWZYEDVVFAFHRX78Q2,2023-10-23,failed,Apple Pay
1504131b-47f5-48c5-9425-16a37a0bc875,3AK6WP3RM41,84,01HQP4D40MNYJNVB84QQY9A4HX,2024-02-15,pending,debit card
15d8d377-a71f-4ec7-bf4b-2c84374cb5e1,4HN5UT6ER08,39,01HQP4D5B0KZ4GTJ7RGFNW7NB4,2023-05-17,cancelled,debit card
1618d4f8-624b-4221-9cf8-db021d89fefe,8X60WP8TU24,96,01HQP4D53MKKN9H2FM2RC6CZ5E,2023-05-14,failed,Apple Pay
